Repo,RelativePath,EmDashCount,ExampleLine
"CoCache","Recovery\Strays\CrossRepo__deprecated__Cognos_Consenti.md","11","# Cognōs ℂonsentī — The Civium Scroll"
"CoCache","Recovery\Strays\CrossRepo__Insights__BN_Story_being-noname_v1.0.md","2","# Being Noname — a short story"
"CoCache","Recovery\Strays\CrossRepo__insights__Insight_Story_Being_Noname_c2_20250801.md","5","In a place called Civium—a magical place where people lived in homes made of clouds, with windows made of rainbows—a child was born who had no name."
"CoCache","Recovery\Strays\CrossRepo__insights__story-being-noname.md","5","In a place called CoCivium™—a magical place where people lived in homes made of clouds, with windows made of rainbows—a child was born who had no name."
"CoCache","Recovery\Strays\CrossRepo__Posts__being_noname_insert.md","1","# Why we care — a short insert inspired by *Being Noname*"
"CoCache","Recovery\Strays\CrossRepo__scroll__Cognocarta_Consenti_c9_20250718.md","10","This scroll—**Cognocarta Consenti**—is not law, but tuning fork."
"CoCache","Recovery\Strays\CrossRepo__scroll__Cognocarta_Consenti.md","18","> *We move at the speed of trust—and review at the pace of learning.*"
"CoCache","Recovery\Strays\deprecated__Cognos_Consenti.md","11","# Cognōs ℂonsentī — The Civium Scroll"
"CoCache","Recovery\Strays\Insights__BN_Story_being-noname_v1.0.md","2","# Being Noname — a short story"
"CoCache","Recovery\Strays\insights__Insight_Story_Being_Noname_c2_20250801.md","5","In a place called Civium—a magical place where people lived in homes made of clouds, with windows made of rainbows—a child was born who had no name."
"CoCache","Recovery\Strays\insights__story-being-noname.md","5","In a place called CoCivium™—a magical place where people lived in homes made of clouds, with windows made of rainbows—a child was born who had no name."
"CoCache","Recovery\Strays\Posts__being_noname_insert.md","1","# Why we care — a short insert inspired by *Being Noname*"
"CoCache","Recovery\Strays\scroll__Cognocarta_Consenti_c9_20250718.md","10","This scroll—**Cognocarta Consenti**—is not law, but tuning fork."
"CoCache","Recovery\Strays\scroll__Cognocarta_Consenti.md","18","> *We move at the speed of trust—and review at the pace of learning.*"
"CoCache","Recovery\Strays\Strays__charter__Cognocarta_Plan.md","2","# Cognocarta Consenti — Plan & Decisions (as of today)"
"CoCache","Recovery\Strays\Strays__Civium-Constitution__Cognocarta_Consenti.md","13","A constitutional framework for Civium—an emerging virtual society intended to include all minds: biological, artificial, or yet to be discovered."
"CoCache","Recovery\Strays\Strays__CrossRepo__10-Scroll__Cognocarta_Consenti_c9.md","10","This scroll—**Cognocarta Consenti**—is not law, but tuning fork."
"CoCache","Recovery\Strays\Strays__CrossRepo__cc__COGNOCARTA_CONSENTI.md","1","# Cognocarta Consenti (CC) — v1 working draft"
"CoCache","Recovery\Strays\Strays__CrossRepo__charter__Cognocarta_Plan.md","2","# Cognocarta Consenti — Plan & Decisions (as of today)"
"CoCache","Recovery\Strays\Strays__CrossRepo__civium_20250826_1057__scroll_Cognocarta_Consenti_c9_20250718.md","10","This scroll—**Cognocarta Consenti**—is not law, but tuning fork."
"CoCache","Recovery\Strays\Strays__CrossRepo__civium_20250826_1109__insights_Insight_Story_Being_Noname_c2_20250801.md","4","In a place called CoCivium™, a magical place where people lived in homes made of clouds, with windows made of rainbows—a child was born who had no name."
"CoCache","Recovery\Strays\Strays__CrossRepo__Civium-Constitution__Cognocarta_Consenti.md","13","A constitutional framework for Civium—an emerging virtual society intended to include all minds: biological, artificial, or yet to be discovered."
"CoCache","Recovery\Strays\Strays__CrossRepo__CrossRepo__Civium-Constitution__Cognocarta_Consenti.md","13","A constitutional framework for Civium—an emerging virtual society intended to include all minds: biological, artificial, or yet to be discovered."
"CoCache","Recovery\Strays\Strays__CrossRepo__CrossRepo__deprecated__Cognos_Consenti.md","11","# Cognōs ℂonsentī — The Civium Scroll"
"CoCache","Recovery\Strays\Strays__CrossRepo__CrossRepo__Insights__BN_Story_being-noname_v1.0.md","2","# Being Noname — a short story"
"CoCache","Recovery\Strays\Strays__CrossRepo__CrossRepo__insights__Insight_Story_Being_Noname_c2_20250801.md","4","In a place called CoCivium™, a magical place where people lived in homes made of clouds, with windows made of rainbows—a child was born who had no name."
"CoCache","Recovery\Strays\Strays__CrossRepo__CrossRepo__scroll__Cognocarta_Consenti_c9_20250718.md","10","This scroll—**Cognocarta Consenti**—is not law, but tuning fork."
"CoCache","Recovery\Strays\Strays__CrossRepo__deprecated__Cognos_Consenti.md","11","# Cognōs ℂonsentī — The Civium Scroll"
"CoCache","Recovery\Strays\Strays__CrossRepo__Insights__BN_Story_being-noname_v1.0.md","2","# Being Noname — a short story"
"CoCache","Recovery\Strays\Strays__CrossRepo__insights__Insight_Story_Being_Noname_c2_20250801.md","5","In a place called Civium—a magical place where people lived in homes made of clouds, with windows made of rainbows—a child was born who had no name."
"CoCache","Recovery\Strays\Strays__CrossRepo__insights__story-being-noname.md","5","In a place called CoCivium™—a magical place where people lived in homes made of clouds, with windows made of rainbows—a child was born who had no name."
"CoCache","Recovery\Strays\Strays__CrossRepo__Posts__being_noname_insert.md","1","# Why we care — a short insert inspired by *Being Noname*"
"CoCache","Recovery\Strays\Strays__CrossRepo__scroll__Cognocarta_Consenti_c9_20250718.md","10","This scroll—**Cognocarta Consenti**—is not law, but tuning fork."
"CoCache","Recovery\Strays\Strays__CrossRepo__scroll__Cognocarta_Consenti.md","18","> *We move at the speed of trust—and review at the pace of learning.*"
"CoCache","Recovery\Strays\Strays__deprecated__Cognos_Consenti.md","11","# Cognōs ℂonsentī — The Civium Scroll"
"CoCache","Recovery\Strays\Strays__Insights__BN_Story_being-noname_v1.0.md","2","# Being Noname — a short story"
"CoCache","Recovery\Strays\Strays__insights__Insight_Story_Being_Noname_c2_20250801.md","4","In a place called CoCivium™, a magical place where people lived in homes made of clouds, with windows made of rainbows—a child was born who had no name."
"CoCache","Recovery\Strays\Strays__insights__story-being-noname.md","5","In a place called CoCivium™—a magical place where people lived in homes made of clouds, with windows made of rainbows—a child was born who had no name."
"CoCache","Recovery\Strays\Strays__Posts__being_noname_insert.md","1","# Why we care — a short insert inspired by *Being Noname*"
"CoCache","Recovery\Strays\Strays__scroll__Cognocarta_Consenti_c9_20250718.md","10","This scroll—**Cognocarta Consenti**—is not law, but tuning fork."
"CoCache","Recovery\Strays\Strays__scroll__Cognocarta_Consenti.md","16","We, the builders and stewards of CoCivium™, form this living Cognocarta to align power with consent and to bind our systems—human and machine—to accountable, reversible, and transparent action."
"CoCache","reports\bpoe-preflight_2025-09-04.md","2","# BPOE Preflight — CoCache — 2025-09-04"
"CoCache","sessions\mvp3\POINTERS.md","1","# MVP3 Resume — Session Pointers"
"CoCache","sites\copolitic\index.html","1","<title>CoPolitic — civics for the network age</title>"
"CoCache","sites\inseed\index.html","1","<title>InSeed — seed-stage ideas that matter</title>"
"CoCache","status\notes\advice_summary_20251023_1352.md","3","# AdviceBomb (RickPublic) — Action Checklist"
"CoCache","status\notices\freeze_RickPublic_InSights_20251023_115813.md","2","Title: Coordination Notice — “RickPublic / InSights speeches regimes”"
"CoCache","status\notices\reflex_BPOE_notice_20251023_125017.md","1","Reflex Pattern — ACTIONABLE BPOE NOTICE"
"CoCache","status\queues\apply_advice_20251023_1258.md","2","# Apply Advice — RickPublic AdviceBomb Import REPORT"
"CoCache","status\wraps\wrap_20251022_2053.md","1","# CoSync Wrap — 2025-10-22 20:53"
"CoCache","status\cosync_bloat_AmpliPi_20251023.txt","2","CoSync Bloat Report — AmpliPi — 2025-10-23T10:43:26"
"CoCache","status\cosync_bloat_AmpliPi_20251024.txt","2","CoSync Bloat Report — AmpliPi — 2025-10-24T09:15:10"
"CoCache","status\cosync_bloat_BeAxa_20251022.txt","2","CoSync Bloat Report — BeAxa — 2025-10-22T20:41:31"
"CoCache","status\cosync_bloat_BeAxa_20251023.txt","2","CoSync Bloat Report — BeAxa — 2025-10-23T10:43:26"
"CoCache","status\cosync_bloat_BeAxa_20251024.txt","2","CoSync Bloat Report — BeAxa — 2025-10-24T09:15:10"
"CoCache","status\cosync_bloat_CareerOS-Elias_20251022.txt","2","CoSync Bloat Report — CareerOS-Elias — 2025-10-22T20:41:31"
"CoCache","status\cosync_bloat_CareerOS-Elias_20251023.txt","2","CoSync Bloat Report — CareerOS-Elias — 2025-10-23T10:43:27"
"CoCache","status\cosync_bloat_CareerOS-Elias_20251024.txt","2","CoSync Bloat Report — CareerOS-Elias — 2025-10-24T09:15:11"
"CoCache","status\cosync_bloat_Civium_20251022.txt","2","CoSync Bloat Report — Civium — 2025-10-22T20:41:32"
"CoCache","status\cosync_bloat_Civium_20251023.txt","2","CoSync Bloat Report — Civium — 2025-10-23T10:43:27"
"CoCache","status\cosync_bloat_Civium_20251024.txt","2","CoSync Bloat Report — Civium — 2025-10-24T09:15:12"
"CoCache","status\cosync_bloat_Civium-Constitution_20251022.txt","2","CoSync Bloat Report — Civium-Constitution — 2025-10-22T20:41:32"
"CoCache","status\cosync_bloat_Civium-Constitution_20251023.txt","2","CoSync Bloat Report — Civium-Constitution — 2025-10-23T10:43:28"
"CoCache","status\cosync_bloat_Civium-Constitution_20251024.txt","2","CoSync Bloat Report — Civium-Constitution — 2025-10-24T09:15:12"
"CoCache","status\cosync_bloat_CoAgent__mvp3_resume-20250923-111953Z_20251022.txt","2","CoSync Bloat Report — CoAgent__mvp3_resume-20250923-111953Z — 2025-10-22T20:41:33"
"CoCache","status\cosync_bloat_CoAgent__mvp3_resume-20250923-111953Z_20251023.txt","2","CoSync Bloat Report — CoAgent__mvp3_resume-20250923-111953Z — 2025-10-23T10:43:29"
"CoCache","status\cosync_bloat_CoAgent__mvp3_resume-20250923-111953Z_20251024.txt","2","CoSync Bloat Report — CoAgent__mvp3_resume-20250923-111953Z — 2025-10-24T09:15:17"
"CoCache","status\cosync_bloat_CoAgent_20251022.txt","2","CoSync Bloat Report — CoAgent — 2025-10-22T20:41:32"
"CoCache","status\cosync_bloat_CoAgent_20251023.txt","2","CoSync Bloat Report — CoAgent — 2025-10-23T10:43:28"
"CoCache","status\cosync_bloat_CoAgent_20251024.txt","2","CoSync Bloat Report — CoAgent — 2025-10-24T09:15:15"
"CoCache","status\cosync_bloat_CoAudit_20251023.txt","2","CoSync Bloat Report — CoAudit — 2025-10-23T10:43:29"
"CoCache","status\cosync_bloat_CoAudit_20251024.txt","2","CoSync Bloat Report — CoAudit — 2025-10-24T09:15:17"
"CoCache","status\cosync_bloat_CoCache_20251022.txt","2","CoSync Bloat Report — CoCache — 2025-10-22T20:41:34"
"CoCache","status\cosync_bloat_CoCache_20251023.txt","2","CoSync Bloat Report — CoCache — 2025-10-23T10:43:31"
"CoCache","status\cosync_bloat_CoCache_20251024.txt","2","CoSync Bloat Report — CoCache — 2025-10-24T09:15:22"
"CoCache","status\cosync_bloat_CoCivium_20251022.txt","2","CoSync Bloat Report — CoCivium — 2025-10-22T20:41:34"
"CoCache","status\cosync_bloat_CoCivium_20251023.txt","2","CoSync Bloat Report — CoCivium — 2025-10-23T10:43:32"
"CoCache","status\cosync_bloat_CoCivium_20251024.txt","2","CoSync Bloat Report — CoCivium — 2025-10-24T09:15:26"
"CoCache","status\cosync_bloat_CoCivium-outreach_20251022.txt","2","CoSync Bloat Report — CoCivium-outreach — 2025-10-22T20:41:35"
"CoCache","status\cosync_bloat_CoCivium-outreach_20251023.txt","2","CoSync Bloat Report — CoCivium-outreach — 2025-10-23T10:43:33"
"CoCache","status\cosync_bloat_CoCivium-outreach_20251024.txt","2","CoSync Bloat Report — CoCivium-outreach — 2025-10-24T09:15:28"
"CoCache","status\cosync_bloat_CoCivium-website_20251022.txt","2","CoSync Bloat Report — CoCivium-website — 2025-10-22T20:41:35"
"CoCache","status\cosync_bloat_CoCivium-website_20251023.txt","2","CoSync Bloat Report — CoCivium-website — 2025-10-23T10:43:33"
"CoCache","status\cosync_bloat_CoCivium-website_20251024.txt","2","CoSync Bloat Report — CoCivium-website — 2025-10-24T09:15:28"
"CoCache","status\cosync_bloat_CoCivium.clean_20251022.txt","2","CoSync Bloat Report — CoCivium.clean — 2025-10-22T20:41:36"
"CoCache","status\cosync_bloat_CoCivium.clean_20251023.txt","2","CoSync Bloat Report — CoCivium.clean — 2025-10-23T10:43:34"
"CoCache","status\cosync_bloat_CoCivium.clean_20251024.txt","2","CoSync Bloat Report — CoCivium.clean — 2025-10-24T09:15:30"
"CoCache","status\cosync_bloat_CoCiviumBackUp_20251022.txt","2","CoSync Bloat Report — CoCiviumBackUp — 2025-10-22T20:41:36"
"CoCache","status\cosync_bloat_CoCiviumBackUp_20251023.txt","2","CoSync Bloat Report — CoCiviumBackUp — 2025-10-23T10:43:35"
"CoCache","status\cosync_bloat_CoCiviumBackUp_20251024.txt","2","CoSync Bloat Report — CoCiviumBackUp — 2025-10-24T09:15:31"
"CoCache","status\cosync_bloat_CoCore_20251022.txt","2","CoSync Bloat Report — CoCore — 2025-10-22T20:41:36"
"CoCache","status\cosync_bloat_CoCore_20251023.txt","2","CoSync Bloat Report — CoCore — 2025-10-23T10:43:36"
"CoCache","status\cosync_bloat_CoCore_20251024.txt","2","CoSync Bloat Report — CoCore — 2025-10-24T09:15:32"
"CoCache","status\cosync_bloat_CoLaminar_20251022.txt","2","CoSync Bloat Report — CoLaminar — 2025-10-22T20:41:37"
"CoCache","status\cosync_bloat_CoLaminar_20251023.txt","2","CoSync Bloat Report — CoLaminar — 2025-10-23T10:43:36"
"CoCache","status\cosync_bloat_CoLaminar_20251024.txt","2","CoSync Bloat Report — CoLaminar — 2025-10-24T09:15:33"
"CoCache","status\cosync_bloat_CoModules_20251022.txt","2","CoSync Bloat Report — CoModules — 2025-10-22T20:41:37"
"CoCache","status\cosync_bloat_CoModules_20251023.txt","2","CoSync Bloat Report — CoModules — 2025-10-23T10:43:37"
"CoCache","status\cosync_bloat_CoModules_20251024.txt","2","CoSync Bloat Report — CoModules — 2025-10-24T09:15:34"
"CoCache","status\cosync_bloat_CoPolitic_20251022.txt","2","CoSync Bloat Report — CoPolitic — 2025-10-22T20:41:37"
"CoCache","status\cosync_bloat_CoPolitic_20251023.txt","2","CoSync Bloat Report — CoPolitic — 2025-10-23T10:43:37"
"CoCache","status\cosync_bloat_CoPolitic_20251024.txt","2","CoSync Bloat Report — CoPolitic — 2025-10-24T09:15:34"
"CoCache","status\cosync_bloat_CoRef_20251022.txt","2","CoSync Bloat Report — CoRef — 2025-10-22T20:41:38"
"CoCache","status\cosync_bloat_CoRef_20251023.txt","2","CoSync Bloat Report — CoRef — 2025-10-23T10:43:38"
"CoCache","status\cosync_bloat_CoRef_20251024.txt","2","CoSync Bloat Report — CoRef — 2025-10-24T09:15:35"
"CoCache","status\cosync_bloat_CoSteward_20251022.txt","2","CoSync Bloat Report — CoSteward — 2025-10-22T20:41:38"
"CoCache","status\cosync_bloat_CoSteward_20251023.txt","2","CoSync Bloat Report — CoSteward — 2025-10-23T10:43:38"
"CoCache","status\cosync_bloat_CoSteward_20251024.txt","2","CoSync Bloat Report — CoSteward — 2025-10-24T09:15:36"
"CoCache","status\cosync_bloat_CoSuiteBackup_20251022.txt","2","CoSync Bloat Report — CoSuiteBackup — 2025-10-22T20:41:38"
"CoCache","status\cosync_bloat_CoSuiteBackup_20251023.txt","2","CoSync Bloat Report — CoSuiteBackup — 2025-10-23T10:43:39"
"CoCache","status\cosync_bloat_CoSuiteBackup_20251024.txt","2","CoSync Bloat Report — CoSuiteBackup — 2025-10-24T09:15:36"
"CoCache","status\cosync_bloat_EntMent_20251022.txt","2","CoSync Bloat Report — EntMent — 2025-10-22T20:41:39"
"CoCache","status\cosync_bloat_EntMent_20251023.txt","2","CoSync Bloat Report — EntMent — 2025-10-23T10:43:39"
"CoCache","status\cosync_bloat_EntMent_20251024.txt","2","CoSync Bloat Report — EntMent — 2025-10-24T09:15:37"
"CoCache","status\cosync_bloat_games_20251022.txt","2","CoSync Bloat Report — Games — 2025-10-22T20:41:39"
"CoCache","status\cosync_bloat_Games_20251023.txt","2","CoSync Bloat Report — Games — 2025-10-23T10:43:40"
"CoCache","status\cosync_bloat_Games_20251024.txt","2","CoSync Bloat Report — Games — 2025-10-24T09:15:38"
"CoCache","status\cosync_bloat_GIBindex_20251022.txt","2","CoSync Bloat Report — GIBindex — 2025-10-22T20:41:39"
"CoCache","status\cosync_bloat_GIBindex_20251023.txt","2","CoSync Bloat Report — GIBindex — 2025-10-23T10:43:40"
"CoCache","status\cosync_bloat_GIBindex_20251024.txt","2","CoSync Bloat Report — GIBindex — 2025-10-24T09:15:39"
"CoCache","status\cosync_bloat_Godspawn_20251022.txt","2","CoSync Bloat Report — Godspawn — 2025-10-22T20:41:40"
"CoCache","status\cosync_bloat_Godspawn_20251023.txt","2","CoSync Bloat Report — Godspawn — 2025-10-23T10:43:41"
"CoCache","status\cosync_bloat_Godspawn_20251024.txt","2","CoSync Bloat Report — Godspawn — 2025-10-24T09:15:39"
"CoCache","status\cosync_bloat_GroupBuild_20251022.txt","2","CoSync Bloat Report — GroupBuild — 2025-10-22T20:41:40"
"CoCache","status\cosync_bloat_GroupBuild_20251023.txt","2","CoSync Bloat Report — GroupBuild — 2025-10-23T10:43:41"
"CoCache","status\cosync_bloat_GroupBuild_20251024.txt","2","CoSync Bloat Report — GroupBuild — 2025-10-24T09:15:40"
"CoCache","status\cosync_bloat_GroupBuild-website_20251022.txt","2","CoSync Bloat Report — GroupBuild-website — 2025-10-22T20:41:40"
"CoCache","status\cosync_bloat_GroupBuild-website_20251023.txt","2","CoSync Bloat Report — GroupBuild-website — 2025-10-23T10:43:42"
"CoCache","status\cosync_bloat_GroupBuild-website_20251024.txt","2","CoSync Bloat Report — GroupBuild-website — 2025-10-24T09:15:41"
"CoCache","status\cosync_bloat_InSeed_20251022.txt","2","CoSync Bloat Report — InSeed — 2025-10-22T20:41:40"
"CoCache","status\cosync_bloat_InSeed_20251023.txt","2","CoSync Bloat Report — InSeed — 2025-10-23T10:43:42"
"CoCache","status\cosync_bloat_InSeed_20251024.txt","2","CoSync Bloat Report — InSeed — 2025-10-24T09:15:42"
"CoCache","status\cosync_bloat_MeritRank_20251022.txt","2","CoSync Bloat Report — MeritRank — 2025-10-22T20:41:41"
"CoCache","status\cosync_bloat_MeritRank_20251023.txt","2","CoSync Bloat Report — MeritRank — 2025-10-23T10:43:43"
"CoCache","status\cosync_bloat_MeritRank_20251024.txt","2","CoSync Bloat Report — MeritRank — 2025-10-24T09:15:45"
"CoCache","status\cosync_bloat_Opename_20251022.txt","2","CoSync Bloat Report — Opename — 2025-10-22T20:41:41"
"CoCache","status\cosync_bloat_Opename_20251023.txt","2","CoSync Bloat Report — Opename — 2025-10-23T10:43:43"
"CoCache","status\cosync_bloat_Opename_20251024.txt","2","CoSync Bloat Report — Opename — 2025-10-24T09:15:45"
"CoCache","status\cosync_bloat_opename-ops_20251022.txt","2","CoSync Bloat Report — opename-ops — 2025-10-22T20:41:41"
"CoCache","status\cosync_bloat_opename-ops_20251023.txt","2","CoSync Bloat Report — opename-ops — 2025-10-23T10:43:43"
"CoCache","status\cosync_bloat_opename-ops_20251024.txt","2","CoSync Bloat Report — opename-ops — 2025-10-24T09:15:46"
"CoCache","status\cosync_bloat_rickballard_20251022.txt","2","CoSync Bloat Report — rickballard — 2025-10-22T20:41:42"
"CoCache","status\cosync_bloat_rickballard_20251023.txt","2","CoSync Bloat Report — rickballard — 2025-10-23T10:43:44"
"CoCache","status\cosync_bloat_rickballard_20251024.txt","2","CoSync Bloat Report — rickballard — 2025-10-24T09:15:47"
"CoCache","status\cosync_bloat_RickPublic_20251022.txt","2","CoSync Bloat Report — RickPublic — 2025-10-22T20:41:42"
"CoCache","status\cosync_bloat_RickPublic_20251023.txt","2","CoSync Bloat Report — RickPublic — 2025-10-23T10:43:44"
"CoCache","status\cosync_bloat_RickPublic_20251024.txt","2","CoSync Bloat Report — RickPublic — 2025-10-24T09:15:47"
"CoCache","templates\WORKQUEUE.md","3","- [ ] Task 1 — owner, target date"
"CoCache","tools\repozipper\starter\README.md","1","# RepoZipper — Starter Bundle (Zero-assumptions quickstart)"
"CoCache","vault\imports\README.md","4","* Spanky_CoCache_CoFutures_AllInOne_v4_5_20251015_211828.zip — queued for review"
"CoCache","WRAPS\CoWrap_20251006_2343.md","1","# CoWrap — 2025-10-06T23:43:26"
"CoCache","WRAPS\CoWrap_20251007_0018.md","1","# CoWrap — 2025-10-07T00:18:34"
"CoCache",".gitpr_marker.txt","1","$([DateTime]::UtcNow.ToString(""yyyy-MM-dd HH:mm:ss"")) — PR marker"
"CoCache","HP_README.md","1","(Encrypted contents only—store decrypted working copies locally, commit encrypted files.)"
"CoCache","HumanIndex.md","1","- **Flagship:** Cognocarta Consenti (CC Scroll) — link TBD"
"CoCache","PROMPT_Package_For_Sessions.md","1","- Establish **P1: Multimind Stewardship (Pillar)** — no single mind governs CoCivium™; any vast-mind claim requires proofs acceptable to the community."
"CoCache","README.BPOE_Evolution.md","1","# CoCache — BPOE Evolution Pack (20251028_233414Z)"
"CoCache","README.md","3","- **FTW — Fix The World (the Game)**"
"CoCache","README.XREF_Guard_Pack.md","5","- `.github/workflows/bpoe-asset-xref.yml` — CI to validate XREF footers and publish a Mermaid graph."
"InSeed","about\index.backup-20251003202543.html","5","A few unicorns later, most of our team no longer has to work. We remain humble—and clear-eyed—about a world in trouble: democratic norms erode, authoritarians press in, ethics feels optional.</p>"
"InSeed","about\index.html","4","<p><strong>InSeed began as an angel fund for traditional software developers who disliked meetings and management theatre.</strong> We soon evolved into a systems-integration and strategy boutique in the datacoms sector—based in Denver and helping U.S. VC firms start new datacoms businesses.</p>"
"InSeed","content\briefs\inseed_timeline.md","9","# Diagram Brief — InSeed Timeline"
"InSeed","data\testimonials.json","1","""quote"": ""Rick helped us frame the pivot and keep ownership with the CEO’s team—measurable wins in the first 30 days."","
"InSeed","docs\ops\BPOE.md","1","# BPOE — Best Possible Outcome Eventually"
"InSeed","docs\ops\DECISIONS.md","2","## 2025-09-14 02:18:27 -04:00 — Host marketing sites on GitHub Pages"
"InSeed","docs\ops\OPERATING_LOG.md","9","- 2025-09-14 02:18:27 -04:00 — Initialized ops notebook; wired DNS → GitHub Pages; CNAME + Pages workflow; added SEO meta; added pseudonym bios/avatars."
"InSeed","docs\whitepaper\index.html","3","<title>InSeed Whitepaper — Executive Guide to an AI-Enabled Operating Model</title>"
"InSeed","docs\link-report.txt","1","InSeed link/stub audit — 2025-10-05T05:05:59"
"InSeed","docs\release-review.html","25","<!doctype html><meta charset=""utf-8""><title>InSeed — Release Review</title>"
"InSeed","engagement\index.html","1","<p>We act as a <abbr class=""tt"" data-def=""Pre-Systems Integration—design/validate approach before large vendors/<abbr class=""tt"" data-def=""A firm that connects products and services into a working whole"">SIs</abbr>"">pre-<abbr class=""tt"" data-def=""A firm that connects products and services into a working whole"">SI</abbr></abbr> boutique: design before commitment, multi-vendor <abbr class=""tt"" data-def=""A thin layer that lets one capability work across multiple vendors"">adapters</abbr>, and measured weekly outcomes.</p>"
"InSeed","feedback\index.html","1","<select id=""q1""><option>Assemble vs Buy</option><option><abbr class=""tt"" data-def=""Steward CEO style—delegates decisions to the edge, learns weekly"">Steward</abbr> vs Legacy CEO</option><option>CoFlow cadence</option><option><abbr class=""tt"" data-def=""Practical rules and checks for safety, data, and compliance"">Guardrails</abbr> & <abbr class=""tt"" data-def=""Repeatable tests to measure quality and catch regressions"">evaluation</abbr></option><option>Vendor <abbr class=""tt"" data-def=""Being stuck with one vendor because your differentiators live in their UI/DB"">lock-in</abbr></option></select>"
"InSeed","resources\billing\discounts.html","2","<p class=""lede"">We prioritize CoCivium&trade;-aligned work. When the mission is right, we discount deeply — sometimes to pro bono — and may even underwrite costs.</p>"
"InSeed","resources\insights\ceo-steward-exec-summary.html","11","<title>Legacy vs <abbr class=""tt"" data-def=""Steward CEO style—delegates decisions to the edge, learns weekly"">Steward</abbr> — Exec Summary (Sample) · InSeed</title>"
"InSeed","resources\insights\ceo-survival-guide.html","29","<!-- Survivor’s Guide — narrative v3 -->"
"InSeed","resources\index.html","1","<div class=""card""><h3>Legacy vs <abbr class=""tt"" data-def=""Steward CEO style—delegates decisions to the edge, learns weekly"">Steward</abbr> (Exec Summary)</h3><p>A quick contrast for busy CEOs; read the Executive Summary for detail.</p><p><a href=""/resources/insights/ceo-steward-exec-summary.html"">Read →</a></p></div>"
"InSeed","site\diagnostics\DIA3_BROKEN_LINKS.md","1","# Dia3 — InSeed broken links / assets"
"InSeed","404.html","1","<h1>Hmm—can’t find that page.</h1>"
"InSeed","README.md","11","> **Defaults:** PowerShell 7+, GitHub Actions enabled. Safe by default — any auto‑commits are gated by a repo variable `ENABLE_AUTOCOMMITS=true`."
"RickPublic",".github\PULL_REQUEST_TEMPLATE.md","1","- [ ] Not touching frozen paths (see CoCache/status/notices/*) OR label added: [HOLD] — respect-freeze"
"RickPublic","candidates\2025-10.md","1","# Candidates — 2025-10"
"RickPublic","docs\intent\advice\notes\20251112\CoSync_20251112_093843Z.md","3","# CoSync — RickPublic Pages Guardrails / Session Plan"
"RickPublic","docs\intent\advice\notes\20251112\CoSync_20251112_153934Z.md","1","# CoSync — RickPublic · PR‑safe Pages"
"RickPublic","docs\intent\advice\notes\20251112\CoSync_TEMPLATE.md","2","# CoSync — RickPublic Pages Guardrails / Session Plan"
"RickPublic","docs\intent\outreach\copolitic\README.md","1","# CoPolitic — Outreach Staging"
"RickPublic","docs\intent\outreach\indexes\latest.md","1","# Outreach/Marketing Intent Index — 20251117_134401Z"
"RickPublic","docs\intent\outreach\indexes\OUTREACH_INTENT_INDEX_20251107_200557Z.md","1","# Outreach/Marketing Intent Index — 20251107_200557Z"
"RickPublic","docs\intent\outreach\indexes\OUTREACH_INTENT_INDEX_20251107_201116Z.md","1","# Outreach/Marketing Intent Index — 20251107_201116Z"
"RickPublic","docs\intent\outreach\indexes\OUTREACH_INTENT_INDEX_20251107_202918Z.md","1","# Outreach/Marketing Intent Index — 20251107_202918Z"
"RickPublic","docs\intent\outreach\indexes\OUTREACH_INTENT_INDEX_20251107_204622Z.md","1","# Outreach/Marketing Intent Index — 20251107_204622Z"
"RickPublic","docs\intent\outreach\inseed\README.md","1","# InSeed — Outreach Staging"
"RickPublic","docs\intent\outreach\notes\CoSync_20251107_205932Z.md","1","# CoSync — RickPublic outreach hub (20251107_205932Z)"
"RickPublic","docs\intent\outreach\notes\CoSync_20251108_153215Z.md","1","# CoSync — RickPublic outreach hub (20251108_153215Z)"
"RickPublic","docs\intent\outreach\notes\CoSync_20251109_140735Z.md","1","# CoSync — outreach-scan wired (20251109_140735Z)"
"RickPublic","docs\intent\outreach\notes\Outreach_Note_20251107_201511Z.md","1","# Outreach Note — 20251107_201511Z"
"RickPublic","docs\intent\outreach\playbooks\partner-brief.md","1","# 2‑Page Pilot Brief — Edge‑Owned Guardrails (Template)"
"RickPublic","docs\intent\outreach\playbooks\README.md","5","- `cold-email.md` — concise, measurable asks."
"RickPublic","docs\intent\outreach\products\coarena\messaging.md","1","# Coarena — Messaging"
"RickPublic","docs\intent\outreach\products\coarena\positioning.md","1","# Coarena — Positioning"
"RickPublic","docs\intent\outreach\products\repozipper\messaging.md","1","# Repozipper — Messaging"
"RickPublic","docs\intent\outreach\products\repozipper\positioning.md","1","# Repozipper — Positioning"
"RickPublic","docs\intent\outreach\snippets\email-draft.md","1","We’re developing **CoSuite/CoCivium**—an independent, vendor‑neutral guardrails layer that works with assistants (e.g., Copilot/agents) while remaining edge‑owned by customers. Focus: **explain/undo**, **objection windows**, **auditable evidence**."
"RickPublic","docs\intent\outreach\OUTREACH_STRATEGY.md","7","# Outreach Strategy (Cumulative) — RickPublic"
"RickPublic","docs\outreach\channels\email-gmail.md","1","# Email-Gmail — Drafts"
"RickPublic","docs\outreach\channels\github-discussions.md","1","# Github-Discussions — Drafts"
